17047,17048,17042,17046,5549,17049,17043,5544,17041,17044,43961,43966,5546,43967,5548,5541,point
0.65625,0.40625,0.28125,0.28125,0.28125,0.25,0.1875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.28125,0.28125,0.25,0.1875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.28125,0.28125,0.25,0.1875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.28125,0.28125,0.25,0.1875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.28125,0.28125,0.25,0.1875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.28125,0.28125,0.25,0.1875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.28125,0.28125,0.25,0.1875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.28125,0.28125,0.25,0.1875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.3125,0.25,0.25,0.21875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.3125,0.25,0.25,0.21875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.3125,0.25,0.25,0.21875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.3125,0.25,0.25,0.21875,0,0,0,0,0,0,0,0,0,1
0.65625,0.40625,0.28125,0.3125,0.25,0.25,0.21875,0,0,0,0,0,0,0,0,0,1
0.65625,0.375,0.28125,0.34375,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1
0.65625,0.375,0.28125,0.34375,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1
0.65625,0.375,0.28125,0.34375,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1
0.65625,0.375,0.28125,0.34375,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,1
0.65625,0.34375,0.28125,0.28125,0.25,0.21875,0.21875,0,0,0,0,0,0,0,0,0,1
0.65625,0.34375,0.28125,0.28125,0.25,0.21875,0.21875,0,0,0,0,0,0,0,0,0,1
0.65625,0.34375,0.28125,0.28125,0.25,0.21875,0.21875,0,0,0,0,0,0,0,0,0,1
0.65625,0.34375,0.28125,0.28125,0.25,0.21875,0.21875,0,0,0,0,0,0,0,0,0,1
0.65625,0.34375,0.28125,0.28125,0.25,0.21875,0.21875,0,0,0,0,0,0,0,0,0,1
0.625,0.34375,0.25,0.28125,0.25,0,0.21875,0.1875,0,0,0,0,0,0,0,0,1
0.625,0.34375,0.25,0.28125,0.25,0,0.21875,0.1875,0,0,0,0,0,0,0,0,1
0.625,0.34375,0.25,0.28125,0.25,0,0.21875,0.1875,0,0,0,0,0,0,0,0,1
0.625,0.34375,0.21875,0.28125,0.25,0,0.21875,0.1875,0,0,0,0,0,0,0,0,1
0.625,0.34375,0.21875,0.28125,0.25,0,0.21875,0.1875,0,0,0,0,0,0,0,0,1
0.65625,0.34375,0,0.28125,0.25,0.1875,0.21875,0,0.1875,0,0,0,0,0,0,0,1
0.65625,0.34375,0,0.28125,0.25,0.1875,0.21875,0,0.1875,0,0,0,0,0,0,0,1
0.65625,0.34375,0,0.28125,0.25,0.1875,0.21875,0,0.1875,0,0,0,0,0,0,0,1
0.65625,0.34375,0,0.28125,0.25,0.1875,0.21875,0,0.1875,0,0,0,0,0,0,0,1
0.65625,0.34375,0,0.28125,0.25,0.1875,0.21875,0,0.1875,0,0,0,0,0,0,0,1
