21719,39288,47651,47652,47653,47655,47656,47657,49122,49123,50059,56751,point
0,0,0.125,0.4375,0.09375,0.0625,0.21875,0,0,0,0,0,1
0,0,0.125,0.4375,0.09375,0.0625,0.21875,0,0,0,0,0,1
0,0,0.09375,0.4375,0.09375,0.0625,0.21875,0,0,0,0,0,1
0,0,0.09375,0.4375,0.09375,0.0625,0.21875,0,0,0,0,0,1
0,0,0.09375,0.4375,0.09375,0.0625,0.21875,0,0,0,0,0,1
0,0,0.09375,0.4375,0.09375,0.0625,0.21875,0,0,0,0,0,1
0,0,0.125,0.4375,0.0625,0.0625,0.1875,0,0,0,0,0,1
0,0,0.1875,0.4375,0.125,0.0625,0.28125,0,0,0,0,0,1
0,0,0.1875,0.4375,0.125,0.0625,0.28125,0,0,0,0,0,1
0,0,0.1875,0.4375,0.125,0.0625,0.28125,0,0,0,0,0,1
0,0,0.1875,0.4375,0.125,0.0625,0.28125,0,0,0,0,0,1
0,0,0.1875,0.4375,0.125,0.0625,0.28125,0,0,0,0,0,1
0,0,0,0.4375,0.0625,0.21875,0.25,0,0,0,0,0,1
0,0,0,0.4375,0.0625,0.21875,0.25,0,0,0,0,0,1
0,0,0,0.4375,0.0625,0.21875,0.25,0,0,0,0,0,1
0,0,0,0.4375,0.0625,0.21875,0.25,0,0,0,0,0,1
0,0,0,0.4375,0.125,0.21875,0.25,0,0,0,0,0,1
0,0,0,0.4375,0.125,0.21875,0.25,0,0,0,0,0,1
0,0,0,0.4375,0.125,0.21875,0.25,0,0,0,0,0,1
0,0,0,0.4375,0.125,0.21875,0.25,0,0,0,0,0,1
0,0,0.15625,0.4375,0.25,0.15625,0.3125,0.125,0,0,0,0,1
0,0,0.15625,0.4375,0.25,0.15625,0.3125,0.125,0,0,0,0,1
0,0,0.15625,0.4375,0.25,0.15625,0.3125,0.125,0,0,0,0,1
0,0,0.15625,0.4375,0.25,0.15625,0.3125,0.125,0,0,0,0,1
0,0,0.15625,0.4375,0.25,0.15625,0.3125,0.125,0,0,0,0,1
0,0,0.125,0.4375,0.15625,0.125,0.3125,0.125,0,0,0,0,1
0,0,0.125,0.4375,0.15625,0.125,0.3125,0.125,0,0,0,0,1
0,0,0.125,0.4375,0.15625,0.125,0.3125,0.0625,0,0,0,0,1
0,0,0.125,0.4375,0.15625,0.125,0.3125,0.0625,0,0,0,0,1
0,0,0.125,0.4375,0.15625,0.125,0.3125,0.0625,0,0,0,0,1
0,0,0.125,0.4375,0.15625,0.125,0.3125,0.0625,0,0,0,0,1
0,0,0.15625,0.4375,0.1875,0.1875,0.34375,0.125,0,0,0,0,1
0,0,0.15625,0.4375,0.1875,0.1875,0.34375,0.125,0,0,0,0,1
